mrt_code,mrt_name,address,floor_type,room_num,price,size,floor,parking,link
R04,信義安和捷運站,台北市大安區光復南路,整層住家,1,69600,22.33,14F/14F,無,//rent.591.com.tw/home/house/detail/2/9410937.html
R03,台北101/世貿捷運站,台北市大安區光復南路,整層住家,1,72400,22.33,14F/14F,無,//rent.591.com.tw/home/house/detail/2/9422559.html
R22A,新北投捷運站,台北市北投區復興四路,整層住家,3,34800,22.34,3F/7F,無,//rent.591.com.tw/home/house/detail/2/9384361.html
R22A,新北投捷運站,台北市北投區復興四路,整層住家,1,34700,22.34,3F/7F,無,//rent.591.com.tw/home/house/detail/2/9407416.html
BR21,葫洲捷運站,台北市內湖區康寧路三段,整層住家,2,40600,22.35,3F/5F,無,//rent.591.com.tw/home/house/detail/2/9285053.html
BL20,後山埤捷運站,台北市信義區忠孝東路五段,整層住家,2,45400,22.35,3F/4F,無,//rent.591.com.tw/home/house/detail/2/9385952.html
BL20,後山埤捷運站,台北市信義區忠孝東路五段743巷,整層住家,2,45400,22.35,3F/4F,無,//rent.591.com.tw/home/house/detail/2/9445363.html
BR21,葫洲捷運站,台北市內湖區康寧路三段189巷,整層住家,2,41600,22.35,3F/5F,無,//rent.591.com.tw/home/house/detail/2/9218040.html
BL20,後山埤捷運站,台北市信義區忠孝東路五段743巷,整層住家,2,43000,22.35,3F/4F,無,//rent.591.com.tw/home/house/detail/2/9316804.html
O12,大橋頭捷運站,台北市大同區延平北路二段286號,整層住家,2,32600,22.38,7F/10F,無,//rent.591.com.tw/home/house/detail/2/9253292.html
G15,松江南京捷運站,台北市中山區松江路,整層住家,1,91800,22.38,14F/24F,無,//rent.591.com.tw/home/house/detail/2/9104954.html
R12,雙連捷運站,台北市中山區民生東路一段,整層住家,2,36000,22.39,7F/12F,無,//rent.591.com.tw/home/house/detail/2/9332719.html
R08,中正紀念堂捷運站,台北市中正區詔安街,整層住家,1,48300,22.39,1F/4F,無,//rent.591.com.tw/home/house/detail/2/9352243.html
BL10,龍山寺捷運站,台北市萬華區萬大路329巷,整層住家,4,69600,22.51,整棟/3F,無,//rent.591.com.tw/home/house/detail/2/9366491.html
BL19,永春捷運站,台北市信義區林口街10巷,整層住家,2,42300,22.53,5F/5F,無,//rent.591.com.tw/home/house/detail/2/9237913.html
G15,松江南京捷運站,台北市中山區松江路160巷,整層住家,2,43500,22.54,4F/4F,無,//rent.591.com.tw/home/house/detail/2/9371003.html
G15,松江南京捷運站,台北市中山區松江路160巷,整層住家,2,44200,22.54,4F/4F,無,//rent.591.com.tw/home/house/detail/2/9367671.html
BL20,後山埤捷運站,台北市南港區成福路149巷,整層住家,1,42000,22.55,7F/11F,無,//rent.591.com.tw/home/house/detail/2/9280854.html
R02,象山捷運站,台北市信義區松仁路308巷,整層住家,2,47400,22.55,5F/9F,無,//rent.591.com.tw/home/house/detail/2/9266231.html
BR12,中山國中捷運站,台北市中山區龍江路370巷,整層住家,2,31900,22.56,2F/5F,無,//rent.591.com.tw/home/house/detail/2/9440611.html
BL18,市政府捷運站,台北市信義區永吉路,整層住家,1,62800,22.59,5F/7F,無,//rent.591.com.tw/home/house/detail/2/9428171.html
O12,大橋頭捷運站,台北市大同區重慶北路三段136巷,整層住家,2,32600,22.59,2F/4F,無,//rent.591.com.tw/home/house/detail/2/9218559.html
BR10,忠孝復興捷運站,台北市中山區合江街17巷,整層住家,2,43500,22.62,6F/7F,無,//rent.591.com.tw/home/house/detail/2/9220792.html
BR11,南京復興捷運站,台北市中山區合江街17巷15號,整層住家,2,43500,22.62,6F/7F,無,//rent.591.com.tw/home/house/detail/2/9221519.html
G18,南京三民捷運站,台北市松山區寶清路101巷,整層住家,4,50500,22.64,1F/4F,無,//rent.591.com.tw/home/house/detail/2/9445149.html
R22,北投捷運站,台北市北投區大業路65巷,整層住家,2,40600,22.65,1F/3F,無,//rent.591.com.tw/home/house/detail/2/9391792.html
R12,雙連捷運站,台北市中山區新生北路二段68巷,整層住家,2,56500,22.67,6F/12F,無,//rent.591.com.tw/home/house/detail/2/9433485.html
BL21,昆陽捷運站,台北市南港區忠孝東路六段,整層住家,2,46300,22.69,12F/12F,無,//rent.591.com.tw/home/house/detail/2/9182914.html
R22A,新北投捷運站,台北市北投區泉源路41-8號,整層住家,2,14500,22.6,1F/1F,無,//rent.591.com.tw/home/house/detail/2/9245122.html
BL18,市政府捷運站,台北市信義區永吉路30巷,整層住家,1,58000,22.6,3F/7F,無,//rent.591.com.tw/home/house/detail/2/9224320.html
R22A,新北投捷運站,台北市北投區中和街,整層住家,3,28000,22.72,4F/5F,無,//rent.591.com.tw/home/house/detail/2/9407481.html
G19,松山捷運站,台北市松山區八德路四段445號,整層住家,1,29000,22.72,11F/14F,無,//rent.591.com.tw/home/house/detail/2/9196556.html
G19,松山捷運站,台北市松山區八德路四段,整層住家,1,29000,22.72,11F/14F,無,//rent.591.com.tw/home/house/detail/2/9211689.html
R14,圓山捷運站,台北市大同區延平北路四段,整層住家,3,32600,22.79,4F/4F,無,//rent.591.com.tw/home/house/detail/2/9316728.html
G18,南京三民捷運站,台北市松山區新東街45巷,整層住家,2,44700,22.7,3F/4F,無,//rent.591.com.tw/home/house/detail/2/9381054.html
G05,景美捷運站,台北市文山區景興路,整層住家,2,40100,22.7,3F/27F,無,//rent.591.com.tw/home/house/detail/2/9289231.html
G05,景美捷運站,台北市文山區景興路300號,整層住家,2,40100,22.7,3F/27F,無,//rent.591.com.tw/home/house/detail/2/9276621.html
BL14,忠孝新生捷運站,台北市中山區八德路二段88巷,整層住家,2,93800,22.81,整棟/2F,無,//rent.591.com.tw/home/house/detail/2/9429662.html
R02,象山捷運站,台北市信義區信義路六段76巷,整層住家,3,37500,22.82,4F/4F,無,//rent.591.com.tw/home/house/detail/2/9435034.html
R02,象山捷運站,台北市信義區信義路六段76巷8弄64號,整層住家,3,37500,22.82,4F/4F,無,//rent.591.com.tw/home/house/detail/2/9343580.html
BR04,萬芳醫院捷運站,台北市文山區福興路82巷,整層住家,2,30900,22.84,1F/5F,無,//rent.591.com.tw/home/house/detail/2/9293950.html
BL11,西門捷運站,台北市萬華區西寧南路,整層住家,1,42300,22.85,11F/13F,無,//rent.591.com.tw/home/house/detail/2/9448978.html
BL10,龍山寺捷運站,台北市萬華區環河南路二段,整層住家,2,39400,22.86,20F/24F,無,//rent.591.com.tw/home/house/detail/2/9358489.html
R12,雙連捷運站,台北市大同區錦西街38巷,整層住家,2,45400,22.86,3F/5F,無,//rent.591.com.tw/home/house/detail/2/9389386.html
BR12,中山國中捷運站,台北市中山區合江街105號,整層住家,1,46600,22.87,4F/7F,無,//rent.591.com.tw/home/house/detail/2/9430898.html
G15,松江南京捷運站,台北市中山區松江路123巷,整層住家,3,43000,22.88,2F/3F,無,//rent.591.com.tw/home/house/detail/2/9418003.html
BL11,西門捷運站,台北市萬華區西寧南路,整層住家,3,41100,22.88,10F/11F,無,//rent.591.com.tw/home/house/detail/2/9287475.html
G13,北門捷運站,台北市大同區延平北路一段101號,整層住家,1,39900,22.89,3F/7F,無,//rent.591.com.tw/home/house/detail/2/9306037.html
BL21,昆陽捷運站,台北市南港區重陽路,整層住家,1,41800,22.8,7F/11F,無,//rent.591.com.tw/home/house/detail/2/9372093.html
R12,雙連捷運站,台北市大同區歸綏街,整層住家,3,72200,22.91,2F/3F,無,//rent.591.com.tw/home/house/detail/2/9275534.html
BR07,六張犁捷運站,台北市信義區崇德街60巷,整層住家,3,43400,22.93,7F/7F,無,//rent.591.com.tw/home/house/detail/2/9301741.html
R07,東門捷運站,台北市中正區臨沂街25巷,整層住家,2,81700,22.93,6F/10F,無,//rent.591.com.tw/home/house/detail/2/9391822.html
BL10,龍山寺捷運站,台北市萬華區長泰街282巷,整層住家,3,24100,22.95,2F/4F,無,//rent.591.com.tw/home/house/detail/2/9330750.html
R03,台北101/世貿捷運站,台北市信義區吳興街34巷,整層住家,3,52900,22.96,1F/5F,無,//rent.591.com.tw/home/house/detail/2/9427940.html
R02,象山捷運站,台北市信義區吳興街600巷,整層住家,2,41600,22.98,6F/11F,無,//rent.591.com.tw/home/house/detail/2/9430899.html
BL21,昆陽捷運站,台北市南港區昆陽街11號,整層住家,4,55600,22.98,1F/4F,無,//rent.591.com.tw/home/house/detail/2/9008230.html
R02,象山捷運站,台北市信義區信義路五段,整層住家,1,39300,22.98,18F/19F,無,//rent.591.com.tw/home/house/detail/2/9339971.html
BR16,西湖捷運站,台北市內湖區環山路一段,整層住家,3,62300,22.9,1F/4F,無,//rent.591.com.tw/home/house/detail/2/9216859.html
G10,中正紀念堂捷運站,台北市中正區寧波西街,整層住家,6,570300,220.94,10F/14F,無,//rent.591.com.tw/home/house/detail/2/9353946.html
R10,台北車站捷運站,台北市中正區博愛路,整層住家,4,604100,226.88,28F/31F,無,//rent.591.com.tw/home/house/detail/2/9444377.html
BL11,西門捷運站,台北市萬華區西寧南路,整層住家,3,40800,22,10F/11F,無,//rent.591.com.tw/home/house/detail/2/9275643.html
O10,中山國小捷運站,台北市中山區新生北路三段70號,整層住家,3,40100,22,6F/10F,無,//rent.591.com.tw/home/house/detail/2/9285918.html
R02,象山捷運站,台北市信義區信義路五段127號,整層住家,1,46400,22,18F/19F,無,//rent.591.com.tw/home/house/detail/2/8495067.html
R02,象山捷運站,台北市信義區松仁路308巷,整層住家,4,72200,23.01,9F/9F,無,//rent.591.com.tw/home/house/detail/2/9384736.html
BL16,忠孝敦化捷運站,台北市大安區市民大道四段,整層住家,1,52700,23.02,5F/7F,無,//rent.591.com.tw/home/house/detail/2/9448691.html
G09,古亭捷運站,台北市中正區中華路二段441巷,整層住家,4,38200,23.05,1F/4F,無,//rent.591.com.tw/home/house/detail/2/9197030.html
BL18,市政府捷運站,台北市信義區基隆路一段,整層住家,2,60100,23.13,11F/13F,無,//rent.591.com.tw/home/house/detail/2/9373442.html
G19,松山捷運站,台北市信義區基隆路一段,整層住家,2,55300,23.13,12F/13F,無,//rent.591.com.tw/home/house/detail/2/9442600.html
BL21,昆陽捷運站,台北市南港區忠孝東路六段225巷,整層住家,3,32600,23.14,3F/4F,無,//rent.591.com.tw/home/house/detail/2/9345268.html
R21,奇岩捷運站,台北市北投區崇仁路一段,整層住家,1,52700,23.15,1F/4F,無,//rent.591.com.tw/home/house/detail/2/9237642.html
BL20,後山埤捷運站,台北市信義區忠孝東路五段790巷,整層住家,3,52200,23.17,5F/5F,無,//rent.591.com.tw/home/house/detail/2/9259420.html
BL20,後山埤捷運站,台北市信義區忠孝東路五段790巷,整層住家,3,53200,23.17,5F/5F,無,//rent.591.com.tw/home/house/detail/2/9276810.html
G19,松山捷運站,台北市內湖區新明路422巷,整層住家,2,28300,23.18,2F/5F,無,//rent.591.com.tw/home/house/detail/2/9259333.html
R13,民權西路捷運站,台北市中山區天祥路16號,整層住家,1,55600,23.1,8F/12F,無,//rent.591.com.tw/home/house/detail/2/9304116.html
BL11,西門捷運站,台北市萬華區昆明街,整層住家,1,33100,23.21,6F/11F,無,//rent.591.com.tw/home/house/detail/2/9449871.html
R12,雙連捷運站,台北市大同區五原路,整層住家,2,47800,23.24,14F/14F,無,//rent.591.com.tw/home/house/detail/2/9391002.html
R12,雙連捷運站,台北市大同區五原街,整層住家,2,47800,23.24,14F/14F,無,//rent.591.com.tw/home/house/detail/2/9340201.html
R22A,新北投捷運站,台北市北投區中和街493巷,整層住家,3,31400,23.26,4F/4F,無,//rent.591.com.tw/home/house/detail/2/9237616.html
G15,松江南京捷運站,台北市中山區新生北路二段,整層住家,2,43000,23.2,4F/12F,無,//rent.591.com.tw/home/house/detail/2/9364442.html
BL18,市政府捷運站,台北市信義區基隆路一段,整層住家,2,62800,23.32,6F/13F,無,//rent.591.com.tw/home/house/detail/2/9282349.html
BL11,西門捷運站,台北市萬華區康定路25巷,整層住家,2,36000,23.34,10F/11F,無,//rent.591.com.tw/home/house/detail/2/9271796.html
BL11,西門捷運站,台北市萬華區康定路25巷,整層住家,2,39300,23.34,10F/11F,無,//rent.591.com.tw/home/house/detail/2/9289698.html
G06,萬隆捷運站,台北市文山區羅斯福路五段,整層住家,2,50300,23.35,5F/9F,無,//rent.591.com.tw/home/house/detail/2/9173967.html
BL21,昆陽捷運站,台北市南港區東新街180巷11弄-1-27號,整層住家,1,32200,23.37,B1/12F,無,//rent.591.com.tw/home/house/detail/2/9445137.html
R13,民權西路捷運站,台北市中山區中山北路三段,整層住家,2,44400,23.37,2F/12F,無,//rent.591.com.tw/home/house/detail/2/9342753.html
O12,大橋頭捷運站,台北市大同區民權西路300號,整層住家,1,48000,23.37,12F/13F,無,//rent.591.com.tw/home/house/detail/2/9311514.html
G18,南京三民捷運站,台北市松山區八德路四段301號,整層住家,3,43000,23.38,4F/5F,無,//rent.591.com.tw/home/house/detail/2/9223825.html
G18,南京三民捷運站,台北市松山區八德路四段,整層住家,3,43000,23.39,4F/5F,無,//rent.591.com.tw/home/house/detail/2/9356190.html
R07,東門捷運站,台北市大安區永康街,整層住家,3,64800,23.3,3F/4F,無,//rent.591.com.tw/home/house/detail/2/9448862.html
R22,北投捷運站,台北市北投區大業路,整層住家,2,47800,23.3,20F/24F,無,//rent.591.com.tw/home/house/detail/2/9392222.html
O12,大橋頭捷運站,台北市大同區民權西路,整層住家,2,48300,23.41,12F/13F,無,//rent.591.com.tw/home/house/detail/2/9218206.html
R07,東門捷運站,台北市中正區仁愛路二段20巷,整層住家,2,57500,23.45,1F/5F,無,//rent.591.com.tw/home/house/detail/2/9367519.html
BL10,龍山寺捷運站,台北市萬華區西園路二段96巷,整層住家,3,25400,23.45,3F/5F,無,//rent.591.com.tw/home/house/detail/2/9275239.html
R07,東門捷運站,台北市中正區仁愛路二段20巷5-1號,整層住家,2,57500,23.45,1F/5F,無,//rent.591.com.tw/home/house/detail/2/9222289.html
R12,雙連捷運站,台北市中山區林森北路,整層住家,3,35800,23.46,7F/12F,無,//rent.591.com.tw/home/house/detail/2/9237782.html
R13,民權西路捷運站,台北市大同區承德路三段24巷,整層住家,1,59900,23.47,1F/3F,無,//rent.591.com.tw/home/house/detail/2/9349167.html
R22A,新北投捷運站,台北市北投區中和街,整層住家,2,32600,23.47,2F/13F,無,//rent.591.com.tw/home/house/detail/2/9357599.html
BL20,後山埤捷運站,台北市南港區福德街309巷,整層住家,2,44000,23.48,3F/6F,無,//rent.591.com.tw/home/house/detail/2/9348140.html
BR07,六張犁捷運站,台北市大安區基隆路二段,整層住家,1,63700,23.48,11F/12F,無,//rent.591.com.tw/home/house/detail/2/9396932.html
G18,南京三民捷運站,台北市松山區南京東路五段,整層住家,2,45400,23.48,6F/11F,無,//rent.591.com.tw/home/house/detail/2/9411812.html
G18,南京三民捷運站,台北市松山區南京東路五段308號,整層住家,2,45600,23.49,6F/11F,無,//rent.591.com.tw/home/house/detail/2/9318497.html
G18,南京三民捷運站,台北市松山區民生東路五段,整層住家,2,46600,23.4,5F/15F,無,//rent.591.com.tw/home/house/detail/2/9326979.html
G18,南京三民捷運站,台北市松山區民生東路五段,整層住家,2,46400,23.4,5F/15F,無,//rent.591.com.tw/home/house/detail/2/9416876.html
G18,南京三民捷運站,台北市松山區民生東路五段151號,整層住家,2,46600,23.4,5F/15F,無,//rent.591.com.tw/home/house/detail/2/9352214.html
BL19,永春捷運站,台北市信義區虎林街46巷,整層住家,1,59200,23.4,2F/7F,無,//rent.591.com.tw/home/house/detail/2/9431196.html
R22,北投捷運站,台北市北投區奇岩路,整層住家,3,29000,23.51,2F/2F,無,//rent.591.com.tw/home/house/detail/2/9339812.html
R22,北投捷運站,台北市北投區育仁路12巷,整層住家,1,116000,23.52,整棟/1F,無,//rent.591.com.tw/home/house/detail/2/9385982.html
R02,象山捷運站,台北市信義區信義路六段76巷,整層住家,3,58000,23.54,1F/5F,無,//rent.591.com.tw/home/house/detail/2/9334982.html
R02,象山捷運站,台北市信義區信義路六段,整層住家,3,58000,23.54,1F/5F,無,//rent.591.com.tw/home/house/detail/2/9389884.html
G05,景美捷運站,台北市文山區景福街133巷,整層住家,3,32600,23.55,2F/5F,無,//rent.591.com.tw/home/house/detail/2/9389374.html
R13,民權西路捷運站,台北市大同區民權西路,整層住家,1,37900,23.56,16F/18F,無,//rent.591.com.tw/home/house/detail/2/9428306.html
O09,行天宮捷運站,台北市中山區建國北路三段,整層住家,2,55200,23.57,13F/14F,無,//rent.591.com.tw/home/house/detail/2/9398995.html
G09,古亭捷運站,台北市中正區廈門街,整層住家,1,41000,23.57,2F/11F,無,//rent.591.com.tw/home/house/detail/2/9188180.html
G09,古亭捷運站,台北市中正區廈門街86號,整層住家,2,41000,23.57,2F/11F,無,//rent.591.com.tw/home/house/detail/2/9248706.html
O09,行天宮捷運站,台北市中山區建國北路三段,整層住家,2,55600,23.59,13F/14F,無,//rent.591.com.tw/home/house/detail/2/9372718.html
BL11,西門捷運站,台北市萬華區康定路,整層住家,1,40800,23.5,18F/26F,無,//rent.591.com.tw/home/house/detail/2/9199708.html
G09,古亭捷運站,台北市中正區汀州路二段13巷,整層住家,3,37800,23.63,5F/7F,無,//rent.591.com.tw/home/house/detail/2/9435113.html
G09,古亭捷運站,台北市中正區汀州路二段13巷,整層住家,3,36200,23.63,5F/7F,無,//rent.591.com.tw/home/house/detail/2/9355102.html
G09,古亭捷運站,台北市中正區汀州路二段,整層住家,3,36200,23.63,5F/7F,無,//rent.591.com.tw/home/house/detail/2/9261106.html
G09,古亭捷運站,台北市中正區汀州路二段13巷1號,整層住家,3,37800,23.63,5F/7F,無,//rent.591.com.tw/home/house/detail/2/9200178.html
G09,古亭捷運站,台北市中正區汀州路二段,整層住家,3,37800,23.63,5F/7F,無,//rent.591.com.tw/home/house/detail/2/9189570.html
BL22,南港捷運站,台北市南港區興中路28巷,整層住家,2,60000,23.67,12F/25F,無,//rent.591.com.tw/home/house/detail/2/9389301.html
R06,大安森林公園捷運站,台北市大安區信義路三段,整層住家,2,68600,23.68,9F/13F,無,//rent.591.com.tw/home/house/detail/2/9394551.html
BR22,東湖捷運站,台北市內湖區康樂街110巷,整層住家,4,34300,23.69,5F/5F,無,//rent.591.com.tw/home/house/detail/2/9383762.html
BR19,內湖捷運站,台北市內湖區星雲街,整層住家,2,38400,23.69,4F/4F,無,//rent.591.com.tw/home/house/detail/2/9407657.html
BR02,木柵捷運站,台北市文山區秀明路一段,整層住家,2,33500,23.71,5F/7F,無,//rent.591.com.tw/home/house/detail/2/9311367.html
O09,行天宮捷運站,台北市中山區錦州街231巷,整層住家,3,43400,23.74,4F/6F,無,//rent.591.com.tw/home/house/detail/2/9203901.html
R22A,新北投捷運站,台北市北投區新民路57號,整層住家,1,33100,23.75,6F/7F,無,//rent.591.com.tw/home/house/detail/2/9341800.html
BR19,內湖捷運站,台北市內湖區成功路四段223巷,整層住家,4,42500,23.76,5F/5F,無,//rent.591.com.tw/home/house/detail/2/9451705.html
G18,南京三民捷運站,台北市松山區三民路166巷,整層住家,2,45400,23.77,4F/5F,無,//rent.591.com.tw/home/house/detail/2/9073374.html
BL11,西門捷運站,台北市萬華區開封街二段,整層住家,3,31100,23.79,12F/12F,無,//rent.591.com.tw/home/house/detail/2/9432887.html
G13,北門捷運站,台北市萬華區開封街二段81號,整層住家,3,31100,23.79,12F/12F,無,//rent.591.com.tw/home/house/detail/2/9428108.html
G09,古亭捷運站,台北市中正區同安街66號,整層住家,2,45600,23.79,3F/7F,無,//rent.591.com.tw/home/house/detail/2/9196426.html
R15,劍潭捷運站,台北市士林區承德路四段72號,整層住家,2,60400,23.79,12F/24F,無,//rent.591.com.tw/home/house/detail/2/9061919.html
R19,石牌捷運站,台北市士林區中山北路七段81巷16弄9號,整層住家,1,55500,23.7,12F/15F,無,//rent.591.com.tw/home/house/detail/2/9435307.html
O10,中山國小捷運站,台北市中山區民權東路一段,整層住家,2,61600,23.84,12F/12F,無,//rent.591.com.tw/home/house/detail/2/9277091.html
BL23,南港展覽館捷運站,台北市南港區研究院路二段35巷,整層住家,5,31400,23.88,4F/4F,無,//rent.591.com.tw/home/house/detail/2/9386592.html
BR06,麟光捷運站,台北市大安區臥龍街292號,整層住家,2,50100,23.89,2F/10F,無,//rent.591.com.tw/home/house/detail/2/9280681.html
O10,中山國小捷運站,台北市中山區農安街,整層住家,2,52900,23.89,6F/10F,無,//rent.591.com.tw/home/house/detail/2/9306604.html
R20,唭哩岸捷運站,台北市北投區吉利街127巷,整層住家,1,32800,23.89,6F/10F,無,//rent.591.com.tw/home/house/detail/2/9288899.html
R17,芝山捷運站,台北市北投區文林北路16巷,整層住家,2,59700,23.8,7F/12F,無,//rent.591.com.tw/home/house/detail/2/9246232.html
G05,景美捷運站,台北市文山區羅斯福路六段142巷,整層住家,2,44700,23.94,6F/14F,無,//rent.591.com.tw/home/house/detail/2/9429329.html
BL10,龍山寺捷運站,台北市萬華區西園路二段140巷,整層住家,4,45400,23.94,1F/4F,無,//rent.591.com.tw/home/house/detail/2/9350106.html
G05,景美捷運站,台北市文山區羅斯福路六段142巷20弄14號,整層住家,2,44700,23.94,6F/14F,無,//rent.591.com.tw/home/house/detail/2/9252834.html
BL23,南港展覽館捷運站,台北市南港區重陽路,整層住家,3,43400,23.95,8F/9F,無,//rent.591.com.tw/home/house/detail/2/9321601.html
R22A,新北投捷運站,台北市北投區新民路1巷5號,整層住家,2,22900,23.96,4F/6F,無,//rent.591.com.tw/home/house/detail/2/9345162.html
BL23,南港展覽館捷運站,台北市南港區研究院路二段35巷,整層住家,4,31400,23.97,2F/4F,無,//rent.591.com.tw/home/house/detail/2/9229070.html
G18,南京三民捷運站,台北市松山區寶清街21號,整層住家,2,47100,23.97,4F/11F,無,//rent.591.com.tw/home/house/detail/2/9236804.html
R02,象山捷運站,台北市信義區吳興街284巷,整層住家,3,35500,23.98,4F/4F,無,//rent.591.com.tw/home/house/detail/2/9411050.html
BR05,辛亥捷運站,台北市文山區辛亥路四段77巷,整層住家,2,35800,23.98,13F/14F,無,//rent.591.com.tw/home/house/detail/2/9211087.html
BR18,文德捷運站,台北市內湖區陽光街,整層住家,3,40600,23.99,2F/5F,無,//rent.591.com.tw/home/house/detail/2/9385612.html
R22A,新北投捷運站,台北市北投區中和街20巷,整層住家,3,22400,23.99,4F/4F,無,//rent.591.com.tw/home/house/detail/2/9298645.html
BL19,永春捷運站,台北市信義區松山路515巷,整層住家,2,64800,23.9,1F/4F,無,//rent.591.com.tw/home/house/detail/2/9418139.html
BL21,昆陽捷運站,台北市內湖區南京東路六段451巷,整層住家,1,31100,23.9,13F/14F,無,//rent.591.com.tw/home/house/detail/2/7526615.html
BR21,葫洲捷運站,台北市內湖區民權東路六段191巷,整層住家,9,405900,230.15,整棟/4F,無,//rent.591.com.tw/home/house/detail/2/9247454.html
G18,南京三民捷運站,台北市松山區基隆路一段,整層住家,2,338300,230.2,18F/18F,無,//rent.591.com.tw/home/house/detail/2/9424684.html
O09,行天宮捷運站,台北市中山區民權東路二段135巷,整層住家,7,241200,232.72,7F/7F,無,//rent.591.com.tw/home/house/detail/2/9305513.html
R03,台北101/世貿捷運站,台北市信義區松勤街,整層住家,4,966100,235.15,13F/16F,無,//rent.591.com.tw/home/house/detail/2/9453671.html
R03,台北101/世貿捷運站,台北市信義區松勤街107號,整層住家,4,966100,235.15,13F/16F,無,//rent.591.com.tw/home/house/detail/2/9200197.html
BL19,永春捷運站,台北市信義區松德路,整層住家,6,604100,236.68,4F/13F,無,//rent.591.com.tw/home/house/detail/2/9336592.html
G15,松江南京捷運站,台北市中山區南京東路二段24巷,整層住家,2,62500,23,5F/8F,無,//rent.591.com.tw/home/house/detail/2/9348770.html
G11,小南門捷運站,台北市萬華區康定路,整層住家,2,42300,23,15F/26F,無,//rent.591.com.tw/home/house/detail/2/9322627.html
R15,劍潭捷運站,台北市士林區福港街241巷,整層住家,3,37500,24.03,4F/4F,無,//rent.591.com.tw/home/house/detail/2/9296976.html
R22A,新北投捷運站,台北市北投區光明路,整層住家,1,24100,24.04,11F/19F,無,//rent.591.com.tw/home/house/detail/2/9440198.html
R22,北投捷運站,台北市北投區大興街9巷,整層住家,2,60400,24.05,1F/4F,無,//rent.591.com.tw/home/house/detail/2/9247556.html
R03,台北101/世貿捷運站,台北市信義區莊敬路,整層住家,3,52900,24.07,2F/4F,無,//rent.591.com.tw/home/house/detail/2/9237436.html
BL18,市政府捷運站,台北市信義區永吉路30巷,整層住家,2,55300,24.07,3F/7F,無,//rent.591.com.tw/home/house/detail/2/9185378.html
BL20,後山埤捷運站,台北市南港區玉成街25巷,整層住家,3,43200,24.08,4F/5F,無,//rent.591.com.tw/home/house/detail/2/9388325.html
R12,雙連捷運站,台北市中山區新生北路二段38號,整層住家,2,48300,24.08,15F/17F,無,//rent.591.com.tw/home/house/detail/2/9286310.html
R22A,新北投捷運站,台北市北投區復興四路28號,整層住家,2,31100,24.08,5F/7F,無,//rent.591.com.tw/home/house/detail/2/9296756.html
BR19,內湖捷運站,台北市內湖區內湖路三段191巷,整層住家,4,35000,24.11,5F/5F,無,//rent.591.com.tw/home/house/detail/2/9289848.html
BR19,內湖捷運站,台北市內湖區內湖路三段191巷,整層住家,4,38200,24.11,5F/5F,無,//rent.591.com.tw/home/house/detail/2/9249701.html
R22A,新北投捷運站,台北市北投區中央北路三段40巷,整層住家,3,22200,24.12,4F/4F,無,//rent.591.com.tw/home/house/detail/2/9240971.html
BR08,科技大樓捷運站,台北市大安區瑞安街206號,整層住家,3,54600,24.13,7F/7F,無,//rent.591.com.tw/home/house/detail/2/9248480.html
R11,中山捷運站,台北市中山區林森北路107巷,整層住家,2,38400,24.13,3F/4F,無,//rent.591.com.tw/home/house/detail/2/9432039.html
BL19,永春捷運站,台北市信義區虎林街,整層住家,2,50500,24.16,3F/4F,無,//rent.591.com.tw/home/house/detail/2/9268553.html
BL19,永春捷運站,台北市信義區虎林街,整層住家,2,47800,24.16,3F/4F,無,//rent.591.com.tw/home/house/detail/2/9385944.html
BL19,永春捷運站,台北市信義區虎林街137號,整層住家,2,47800,24.16,3F/4F,無,//rent.591.com.tw/home/house/detail/2/9316748.html
BL17,國父紀念館捷運站,台北市松山區光復南路,整層住家,3,50700,24.18,4F/4F,無,//rent.591.com.tw/home/house/detail/2/9218636.html
BL17,國父紀念館捷運站,台北市松山區光復南路66巷,整層住家,3,50700,24.18,4F/4F,無,//rent.591.com.tw/home/house/detail/2/9449661.html
BL18,市政府捷運站,台北市信義區忠孝東路五段,整層住家,2,89400,24.21,4F/13F,無,//rent.591.com.tw/home/house/detail/2/9346635.html
O10,中山國小捷運站,台北市中山區林森北路,整層住家,1,21500,24.24,2F/10F,無,//rent.591.com.tw/home/house/detail/2/9293680.html
R02,象山捷運站,台北市信義區松仁路,整層住家,2,68900,24.25,5F/16F,無,//rent.591.com.tw/home/house/detail/2/9361059.html
R18,明德捷運站,台北市北投區自強街,整層住家,3,38700,24.26,5F/5F,無,//rent.591.com.tw/home/house/detail/2/9194612.html
R19,石牌捷運站,台北市士林區天母東路8巷,整層住家,2,45400,24.28,6F/7F,無,//rent.591.com.tw/home/house/detail/2/9428470.html
G15,松江南京捷運站,台北市中山區新生北路二段,整層住家,1,44200,24.2,15F/17F,無,//rent.591.com.tw/home/house/detail/2/9243287.html
BR19,內湖捷運站,台北市內湖區金龍路,整層住家,3,47100,24.2,1F/5F,無,//rent.591.com.tw/home/house/detail/2/9389481.html
G18,南京三民捷運站,台北市松山區南京東路五段,整層住家,1,48300,24.32,15F/18F,無,//rent.591.com.tw/home/house/detail/2/9427124.html
G15,松江南京捷運站,台北市中山區松江路69巷11號,整層住家,2,62300,24.32,4F/7F,無,//rent.591.com.tw/home/house/detail/2/9318691.html
