mrt_code,mrt_name,address,floor_type,room_num,price,size,floor,parking,link
R02,象山捷運站,台北市信義區信義路五段,整層住家,2,72000,37.69,12F/15F,無,//rent.591.com.tw/home/house/detail/2/9339753.html
R02,象山捷運站,台北市信義區信義路五段127號,整層住家,1,72000,37.69,12F/19F,無,//rent.591.com.tw/home/house/detail/2/9372100.html
G07,公館捷運站,台北市中正區羅斯福路四段40巷,整層住家,3,69100,37.6,3F/4F,無,//rent.591.com.tw/home/house/detail/2/9208441.html
BR07,六張犁捷運站,台北市信義區富陽街72巷15號,整層住家,3,60100,37.73,5F/5F,無,//rent.591.com.tw/home/house/detail/2/9445136.html
BR07,六張犁捷運站,台北市信義區富陽街72巷,整層住家,3,60100,37.73,5F/5F,無,//rent.591.com.tw/home/house/detail/2/9442491.html
R12,雙連捷運站,台北市中山區新生北路二段68巷,整層住家,2,62300,37.76,2F/12F,無,//rent.591.com.tw/home/house/detail/2/9188896.html
R16,士林捷運站,台北市士林區社正路45巷1-1號,整層住家,2,50700,37.78,5F/6F,無,//rent.591.com.tw/home/house/detail/2/9077269.html
O10,中山國小捷運站,台北市中山區農安街,整層住家,2,64000,37.78,7F/14F,無,//rent.591.com.tw/home/house/detail/2/9380071.html
BR07,六張犁捷運站,台北市信義區富陽街72巷-號,整層住家,3,60100,37.7,5F/5F,無,//rent.591.com.tw/home/house/detail/2/9135815.html
R02,象山捷運站,台北市信義區信義路五段,整層住家,1,86000,37.7,7F/19F,無,//rent.591.com.tw/home/house/detail/2/9394337.html
R19,石牌捷運站,台北市北投區中山北路七段219巷,整層住家,3,40800,37.81,7F/7F,無,//rent.591.com.tw/home/house/detail/2/9451536.html
R06,大安森林公園捷運站,台北市大安區建國南路一段,整層住家,1,128100,37.81,9F/13F,無,//rent.591.com.tw/home/house/detail/2/9234037.html
BR17,港墘捷運站,台北市內湖區港華街51巷,整層住家,3,52900,37.82,5F/5F,無,//rent.591.com.tw/home/house/detail/2/9089706.html
BL18,市政府捷運站,台北市信義區基隆路一段,整層住家,2,82200,37.83,13F/13F,無,//rent.591.com.tw/home/house/detail/2/9281970.html
R07,東門捷運站,台北市大安區金山南路二段185巷,整層住家,3,96400,37.85,4F/7F,無,//rent.591.com.tw/home/house/detail/2/9286386.html
BL20,後山埤捷運站,台北市南港區忠孝東路六段,整層住家,3,88900,37.86,4F/13F,無,//rent.591.com.tw/home/house/detail/2/9339741.html
G18,南京三民捷運站,台北市松山區光復南路13巷,整層住家,3,76800,37.87,3F/7F,無,//rent.591.com.tw/home/house/detail/2/9334818.html
R15,劍潭捷運站,台北市士林區承德路四段,整層住家,3,109200,37.87,23F/24F,無,//rent.591.com.tw/home/house/detail/2/9432176.html
R25,關渡捷運站,台北市北投區大度路三段,整層住家,2,39100,37.87,11F/14F,無,//rent.591.com.tw/home/house/detail/2/9228473.html
R19,石牌捷運站,台北市士林區中山北路六段754巷,整層住家,3,44900,37.88,5F/5F,無,//rent.591.com.tw/home/house/detail/2/9346564.html
G19,松山捷運站,台北市信義區虎林街,整層住家,4,61600,37.8,5F/5F,無,//rent.591.com.tw/home/house/detail/2/9263335.html
G09,古亭捷運站,台北市中正區汀州路二段,整層住家,1,81700,37.91,10F/10F,無,//rent.591.com.tw/home/house/detail/2/9214433.html
G19,松山捷運站,台北市信義區虎林街30巷,整層住家,4,54400,37.93,3F/5F,無,//rent.591.com.tw/home/house/detail/2/9340006.html
R16,士林捷運站,台北市士林區中正路,整層住家,2,59900,37.97,3F/4F,無,//rent.591.com.tw/home/house/detail/2/9282403.html
R03,台北101/世貿捷運站,台北市信義區光復南路417巷,整層住家,3,71300,37.98,2F/5F,無,//rent.591.com.tw/home/house/detail/2/9333350.html
BL17,國父紀念館捷運站,台北市松山區光復南路417巷,整層住家,3,71300,37.98,2F/5F,無,//rent.591.com.tw/home/house/detail/2/9442629.html
BR22,東湖捷運站,台北市內湖區康寧路三段165巷,整層住家,9,64800,37.9,5F/5F,無,//rent.591.com.tw/home/house/detail/2/9427909.html
BL18,市政府捷運站,台北市信義區基隆路一段,整層住家,6,71500,37,2F/12F,無,//rent.591.com.tw/home/house/detail/2/9386522.html
R12,雙連捷運站,台北市中山區新生北路二段68巷,整層住家,2,67400,38.02,8F/12F,無,//rent.591.com.tw/home/house/detail/2/9338168.html
G09,古亭捷運站,台北市中正區同安街,整層住家,2,71800,38.06,3F/7F,無,//rent.591.com.tw/home/house/detail/2/9201194.html
BR06,麟光捷運站,台北市大安區臥龍街272巷,整層住家,3,60400,38.07,3F/6F,無,//rent.591.com.tw/home/house/detail/2/9413593.html
O09,行天宮捷運站,台北市中山區合江街55巷,整層住家,1,59200,38.09,1F/5F,無,//rent.591.com.tw/home/house/detail/2/9338909.html
BR11,南京復興捷運站,台北市中山區合江街,整層住家,1,59200,38.11,1F/5F,無,//rent.591.com.tw/home/house/detail/2/9360589.html
BR10,忠孝復興捷運站,台北市大安區忠孝東路三段248巷,整層住家,3,81300,38.14,3F/7F,無,//rent.591.com.tw/home/house/detail/2/9384739.html
BR18,文德捷運站,台北市內湖區內湖路二段103巷,整層住家,2,55600,38.16,5F/14F,無,//rent.591.com.tw/home/house/detail/2/9446509.html
R11,中山捷運站,台北市中山區林森北路85巷,整層住家,3,57500,38.17,5F/7F,無,//rent.591.com.tw/home/house/detail/2/9225963.html
G09,古亭捷運站,台北市中正區泉州街145巷,整層住家,3,62300,38.17,3F/7F,無,//rent.591.com.tw/home/house/detail/2/9421354.html
R11,中山捷運站,台北市中山區林森北路85巷,整層住家,3,57900,38.17,5F/7F,無,//rent.591.com.tw/home/house/detail/2/9264644.html
BR04,萬芳醫院捷運站,台北市文山區興隆路二段220巷,整層住家,4,44700,38.18,3F/4F,無,//rent.591.com.tw/home/house/detail/2/9394590.html
R11,中山捷運站,台北市中山區林森北路85巷,整層住家,3,62600,38.18,5F/7F,無,//rent.591.com.tw/home/house/detail/2/9195483.html
R19,石牌捷運站,台北市北投區承德路七段,整層住家,2,45400,38.18,5F/12F,無,//rent.591.com.tw/home/house/detail/2/9318047.html
R04,信義安和捷運站,台北市大安區通化街39巷,整層住家,3,93900,38.1,9F/10F,無,//rent.591.com.tw/home/house/detail/2/9431857.html
BR10,忠孝復興捷運站,台北市大安區忠孝東路三段248巷,整層住家,3,84700,38.22,3F/7F,無,//rent.591.com.tw/home/house/detail/2/9225014.html
BR10,忠孝復興捷運站,台北市大安區忠孝東路三段248巷11號,整層住家,3,84700,38.23,3F/7F,無,//rent.591.com.tw/home/house/detail/2/9395710.html
R19,石牌捷運站,台北市北投區石牌路一段39巷,整層住家,3,52700,38.23,5F/5F,無,//rent.591.com.tw/home/house/detail/2/9248787.html
BL13,善導寺捷運站,台北市中正區忠孝東路一段,整層住家,3,45900,38.26,8F/14F,無,//rent.591.com.tw/home/house/detail/2/9435052.html
BL13,善導寺捷運站,台北市中正區忠孝西路一段,整層住家,3,47800,38.26,8F/14F,無,//rent.591.com.tw/home/house/detail/2/9195055.html
R17,芝山捷運站,台北市士林區忠誠路一段,整層住家,2,74600,38.27,1F/7F,無,//rent.591.com.tw/home/house/detail/2/9334844.html
O09,行天宮捷運站,台北市中山區民生東路三段,整層住家,2,101000,38.28,7F/7F,無,//rent.591.com.tw/home/house/detail/2/9387421.html
R18,明德捷運站,台北市士林區天母東路8巷,整層住家,3,60400,38.29,4F/5F,無,//rent.591.com.tw/home/house/detail/2/9237586.html
R15,劍潭捷運站,台北市士林區通河街2巷,整層住家,2,60400,38.29,2F/7F,無,//rent.591.com.tw/home/house/detail/2/9391114.html
G17,台北小巨蛋捷運站,台北市松山區八德路三段,整層住家,3,96400,38.2,12F/12F,無,//rent.591.com.tw/home/house/detail/2/9416357.html
BL19,永春捷運站,台北市信義區忠孝東路五段236巷,整層住家,4,105100,38.31,5F/7F,無,//rent.591.com.tw/home/house/detail/2/9186590.html
G09,古亭捷運站,台北市中正區廈門街,整層住家,2,64800,38.31,10F/12F,無,//rent.591.com.tw/home/house/detail/2/9193982.html
BR09,大安捷運站,台北市大安區信義路四段,整層住家,3,103900,38.32,11F/17F,無,//rent.591.com.tw/home/house/detail/2/9358631.html
BL20,後山埤捷運站,台北市信義區中坡南路215巷,整層住家,3,47800,38.32,5F/5F,無,//rent.591.com.tw/home/house/detail/2/9325037.html
R13,民權西路捷運站,台北市大同區錦西街,整層住家,4,57000,38.33,4F/5F,無,//rent.591.com.tw/home/house/detail/2/9270095.html
R19,石牌捷運站,台北市北投區中山北路七段,整層住家,3,55100,38.36,1F/7F,無,//rent.591.com.tw/home/house/detail/2/9441478.html
G10,中正紀念堂捷運站,台北市中正區南昌路一段,整層住家,2,105800,38.36,9F/15F,無,//rent.591.com.tw/home/house/detail/2/9252541.html
R19,石牌捷運站,台北市北投區中山北路七段219巷,整層住家,3,55100,38.37,1F/7F,無,//rent.591.com.tw/home/house/detail/2/9386456.html
R02,象山捷運站,台北市信義區吳興街524巷,整層住家,4,72000,38.37,3F/7F,無,//rent.591.com.tw/home/house/detail/2/9191780.html
R17,芝山捷運站,台北市士林區至誠路二段,整層住家,3,48300,38.38,5F/5F,無,//rent.591.com.tw/home/house/detail/2/9352813.html
BR07,六張犁捷運站,台北市大安區敦化南路二段331巷,整層住家,3,85100,38.38,3F/7F,無,//rent.591.com.tw/home/house/detail/2/9394880.html
G19,松山捷運站,台北市松山區饒河街,整層住家,3,70100,38.42,4F/18F,無,//rent.591.com.tw/home/house/detail/2/9398320.html
BL11,西門捷運站,台北市萬華區昆明街,整層住家,2,72000,38.43,8F/10F,無,//rent.591.com.tw/home/house/detail/2/9223055.html
BR19,內湖捷運站,台北市內湖區內湖路二段462-1號,整層住家,3,62300,38.43,2F/10F,無,//rent.591.com.tw/home/house/detail/2/9253055.html
G18,南京三民捷運站,台北市松山區東興路,整層住家,4,77300,38.44,3F/5F,無,//rent.591.com.tw/home/house/detail/2/9378798.html
R14,圓山捷運站,台北市大同區酒泉街,整層住家,3,53600,38.46,7F/7F,無,//rent.591.com.tw/home/house/detail/2/9194327.html
BR14,大直捷運站,台北市中山區崇實路,整層住家,4,142600,38.47,整棟/4F,無,//rent.591.com.tw/home/house/detail/2/9354917.html
G06,萬隆捷運站,台北市文山區羅斯福路六段39巷,整層住家,2,50500,38.47,4F/13F,無,//rent.591.com.tw/home/house/detail/2/9210867.html
BL18,市政府捷運站,台北市信義區忠孝東路五段,整層住家,3,101500,38.48,11F/12F,無,//rent.591.com.tw/home/house/detail/2/9372532.html
R10,台北車站捷運站,台北市中正區博愛路,整層住家,2,108700,38.48,2F/15F,無,//rent.591.com.tw/home/house/detail/2/9201774.html
R22A,新北投捷運站,台北市北投區溫泉路銀光巷,整層住家,4,34300,38.4,3F/4F,無,//rent.591.com.tw/home/house/detail/2/9339561.html
R15,劍潭捷運站,台北市士林區通河街,整層住家,1,58900,38.4,4F/8F,無,//rent.591.com.tw/home/house/detail/2/9146009.html
BL20,後山埤捷運站,台北市信義區中坡南路98巷,整層住家,3,69600,38.51,2F/7F,無,//rent.591.com.tw/home/house/detail/2/9251653.html
BL20,後山埤捷運站,台北市信義區中坡南路98巷,整層住家,3,72000,38.51,2F/7F,無,//rent.591.com.tw/home/house/detail/2/9443160.html
BR09,大安捷運站,台北市大安區復興南路二段78巷,整層住家,2,130000,38.52,9F/9F,無,//rent.591.com.tw/home/house/detail/2/9357344.html
BR09,大安捷運站,台北市大安區復興南路二段78巷,整層住家,3,137200,38.52,9F/9F,無,//rent.591.com.tw/home/house/detail/2/9356835.html
BR09,大安捷運站,台北市大安區復興南路二段78巷30弄6號,整層住家,3,137200,38.52,9F/9F,無,//rent.591.com.tw/home/house/detail/2/9455454.html
R15,劍潭捷運站,台北市士林區劍潭路,整層住家,3,61900,38.52,2F/7F,無,//rent.591.com.tw/home/house/detail/2/9387874.html
BR10,忠孝復興捷運站,台北市大安區忠孝東路四段,整層住家,3,99100,38.56,11F/12F,無,//rent.591.com.tw/home/house/detail/2/9189316.html
R02,象山捷運站,台北市信義區信義路五段,整層住家,1,95400,38.57,4F/19F,無,//rent.591.com.tw/home/house/detail/2/9187645.html
G05,景美捷運站,台北市文山區景興路202巷,整層住家,3,64000,38.58,9F/16F,無,//rent.591.com.tw/home/house/detail/2/9288918.html
BR21,葫洲捷運站,台北市內湖區成功路五段,整層住家,3,63600,38.59,5F/7F,無,//rent.591.com.tw/home/house/detail/2/9231421.html
R04,信義安和捷運站,台北市大安區文昌街278巷,整層住家,6,91800,38.5,7F/7F,無,//rent.591.com.tw/home/house/detail/2/9411053.html
G10,中正紀念堂捷運站,台北市中正區林森南路,整層住家,3,82200,38.5,2F/7F,無,//rent.591.com.tw/home/house/detail/2/9431944.html
G07,公館捷運站,台北市大安區新生南路三段,整層住家,3,113100,38.5,4F/7F,無,//rent.591.com.tw/home/house/detail/2/9440256.html
G18,南京三民捷運站,台北市松山區民生東路五段,整層住家,3,86500,38.5,13F/16F,無,//rent.591.com.tw/home/house/detail/2/9249275.html
BR11,南京復興捷運站,台北市中山區長春路,整層住家,3,84100,38.62,6F/12F,無,//rent.591.com.tw/home/house/detail/2/9195408.html
R04,信義安和捷運站,台北市大安區信義路四段265巷,整層住家,4,144500,38.62,7F/7F,無,//rent.591.com.tw/home/house/detail/2/9335120.html
R22A,新北投捷運站,台北市北投區溫泉路,整層住家,3,26100,38.63,3F/4F,無,//rent.591.com.tw/home/house/detail/2/9206172.html
G09,古亭捷運站,台北市中正區汀州路二段,整層住家,2,79300,38.64,7F/10F,無,//rent.591.com.tw/home/house/detail/2/9360207.html
G18,南京三民捷運站,台北市松山區延壽街330巷,整層住家,3,77300,38.65,5F/7F,無,//rent.591.com.tw/home/house/detail/2/9451496.html
R21,奇岩捷運站,台北市北投區公館路209巷,整層住家,3,62300,38.66,2F/5F,無,//rent.591.com.tw/home/house/detail/2/9334362.html
BL11,西門捷運站,台北市萬華區中華路一段76巷,整層住家,3,79300,38.6,3F/5F,無,//rent.591.com.tw/home/house/detail/2/9422399.html
R04,信義安和捷運站,台北市大安區通化街38巷,整層住家,3,70100,38.6,3F/7F,無,//rent.591.com.tw/home/house/detail/2/9264632.html
BR10,忠孝復興捷運站,台北市大安區忠孝東路三段217巷,整層住家,4,96200,38.73,3F/7F,無,//rent.591.com.tw/home/house/detail/2/9441238.html
BL20,後山埤捷運站,台北市南港區福德街373巷,整層住家,2,51400,38.74,10F/19F,無,//rent.591.com.tw/home/house/detail/2/9187629.html
R17,芝山捷運站,台北市士林區德行東路284巷,整層住家,4,48300,38.76,2F/5F,無,//rent.591.com.tw/home/house/detail/2/9412114.html
R07,東門捷運站,台北市大安區信義路二段44巷,整層住家,2,100300,38.76,5F/7F,無,//rent.591.com.tw/home/house/detail/2/8796975.html
G17,台北小巨蛋捷運站,台北市松山區八德路三段12巷,整層住家,4,64800,38.7,4F/4F,無,//rent.591.com.tw/home/house/detail/2/9343009.html
R21,奇岩捷運站,台北市北投區三合街二段,整層住家,2,50500,38.81,2F/7F,無,//rent.591.com.tw/home/house/detail/2/9298303.html
R16,士林捷運站,台北市士林區小北街22巷,整層住家,12,96400,38.83,整棟/3F,無,//rent.591.com.tw/home/house/detail/2/9058063.html
G18,南京三民捷運站,台北市松山區民生東路五段,整層住家,3,79300,38.84,5F/15F,無,//rent.591.com.tw/home/house/detail/2/9234867.html
BR04,萬芳醫院捷運站,台北市文山區木柵路一段238巷,整層住家,2,45900,38.89,3F/7F,無,//rent.591.com.tw/home/house/detail/2/9244037.html
R07,東門捷運站,台北市大安區永康街23巷,整層住家,4,96200,38.8,3F/4F,無,//rent.591.com.tw/home/house/detail/2/9335198.html
BR18,文德捷運站,台北市內湖區文德路66巷,整層住家,3,59900,38.91,5F/7F,無,//rent.591.com.tw/home/house/detail/2/9414193.html
BR19,內湖捷運站,台北市內湖區金龍路47巷,整層住家,4,52700,38.95,5F/5F,無,//rent.591.com.tw/home/house/detail/2/9216477.html
BL10,龍山寺捷運站,台北市萬華區西園路二段81巷,整層住家,3,67200,38.95,7F/12F,無,//rent.591.com.tw/home/house/detail/2/9315463.html
BL14,忠孝新生捷運站,台北市大安區新生南路一段97巷,整層住家,3,95400,38.96,2F/7F,無,//rent.591.com.tw/home/house/detail/2/9440396.html
BR19,內湖捷運站,台北市內湖區內湖路三段,整層住家,3,42300,38.98,4F/5F,無,//rent.591.com.tw/home/house/detail/2/9397348.html
G17,台北小巨蛋捷運站,台北市松山區民生東路四段,整層住家,4,81700,38,3F/4F,無,//rent.591.com.tw/home/house/detail/2/9365331.html
BL20,後山埤捷運站,台北市南港區福德街373巷,整層住家,3,47800,38,2F/18F,無,//rent.591.com.tw/home/house/detail/2/9092368.html
BR06,麟光捷運站,台北市大安區臥龍街,整層住家,3,64800,39.04,2F/5F,無,//rent.591.com.tw/home/house/detail/2/9454373.html
R18,明德捷運站,台北市士林區中山北路六段277巷,整層住家,3,55100,39.05,5F/5F,無,//rent.591.com.tw/home/house/detail/2/9216153.html
R13,民權西路捷運站,台北市中山區中山北路二段,整層住家,3,130200,39.06,8F/14F,無,//rent.591.com.tw/home/house/detail/2/9326183.html
R25,關渡捷運站,台北市北投區中央北路四段583巷,整層住家,6,33500,39.07,4F/4F,無,//rent.591.com.tw/home/house/detail/2/9390939.html
R18,明德捷運站,台北市北投區明德路,整層住家,3,66400,39.07,5F/7F,無,//rent.591.com.tw/home/house/detail/2/9285129.html
R21,奇岩捷運站,台北市北投區公館路228巷,整層住家,2,61600,39.08,4F/7F,無,//rent.591.com.tw/home/house/detail/2/9073761.html
BR15,劍南路捷運站,台北市內湖區文湖街21巷,整層住家,3,64800,39.12,4F/7F,無,//rent.591.com.tw/home/house/detail/2/9414853.html
R06,大安森林公園捷運站,台北市大安區溫州街,整層住家,4,108000,39.13,3F/7F,無,//rent.591.com.tw/home/house/detail/2/9333065.html
BL21,昆陽捷運站,台北市南港區昆陽街,整層住家,2,91600,39.13,1F/12F,無,//rent.591.com.tw/home/house/detail/2/9413019.html
BR01,動物園捷運站,台北市文山區政大一街,整層住家,2,52900,39.13,2F/5F,無,//rent.591.com.tw/home/house/detail/2/9424273.html
G09,古亭捷運站,台北市大安區溫州街11巷,整層住家,4,108000,39.14,3F/7F,無,//rent.591.com.tw/home/house/detail/2/9452173.html
BL21,昆陽捷運站,台北市南港區昆陽街,整層住家,2,91800,39.14,1F/12F,無,//rent.591.com.tw/home/house/detail/2/9391844.html
R03,台北101/世貿捷運站,台北市大安區光復南路,整層住家,2,77300,39.14,6F/14F,無,//rent.591.com.tw/home/house/detail/2/9385934.html
BR17,港墘捷運站,台北市內湖區港華街85巷,整層住家,4,56100,39.18,5F/5F,無,//rent.591.com.tw/home/house/detail/2/9377443.html
BR17,港墘捷運站,台北市內湖區港華街,整層住家,4,56100,39.18,5F/5F,無,//rent.591.com.tw/home/house/detail/2/9239329.html
BR11,南京復興捷運站,台北市中山區遼寧街,整層住家,4,73700,39.19,2F/4F,無,//rent.591.com.tw/home/house/detail/2/9373372.html
BL11,西門捷運站,台北市萬華區康定路103號,整層住家,2,55200,39.19,5F/26F,無,//rent.591.com.tw/home/house/detail/2/9275740.html
BR04,萬芳醫院捷運站,台北市文山區興隆路三段185巷,整層住家,3,31100,39.1,3F/5F,無,//rent.591.com.tw/home/house/detail/2/9381193.html
BL23,南港展覽館捷運站,台北市南港區研究院路二段2巷,整層住家,2,56800,39.21,2F/7F,無,//rent.591.com.tw/home/house/detail/2/9455180.html
G05,景美捷運站,台北市文山區羅斯福路六段150巷,整層住家,2,72400,39.22,10F/13F,無,//rent.591.com.tw/home/house/detail/2/9306191.html
BR07,六張犁捷運站,台北市信義區基隆路二段167巷,整層住家,4,67200,39.26,1F/5F,無,//rent.591.com.tw/home/house/detail/2/9418346.html
R19,石牌捷運站,台北市士林區天母北路43巷,整層住家,3,79300,39.26,7F/7F,無,//rent.591.com.tw/home/house/detail/2/9385180.html
G19,松山捷運站,台北市內湖區南京東路六段,整層住家,3,57700,39.28,4F/9F,無,//rent.591.com.tw/home/house/detail/2/9425517.html
R11,中山捷運站,台北市大同區南京西路185巷,整層住家,4,52700,39.29,3F/4F,無,//rent.591.com.tw/home/house/detail/2/9204633.html
O10,中山國小捷運站,台北市中山區林森北路,整層住家,3,64800,39.29,7F/14F,無,//rent.591.com.tw/home/house/detail/2/9326265.html
R04,信義安和捷運站,台北市大安區信義路四段,整層住家,1,91500,39.2,4F/12F,無,//rent.591.com.tw/home/house/detail/2/9404243.html
BL19,永春捷運站,台北市信義區虎林街100巷,整層住家,6,96200,39.2,整棟/3F,無,//rent.591.com.tw/home/house/detail/2/9367156.html
G19,松山捷運站,台北市松山區八德路四段,整層住家,3,78500,39.2,2F/13F,無,//rent.591.com.tw/home/house/detail/2/9373253.html
R12,雙連捷運站,台北市中山區新生北路二段68巷,整層住家,2,83900,39.2,5F/12F,無,//rent.591.com.tw/home/house/detail/2/9424183.html
BL10,龍山寺捷運站,台北市萬華區雙園街152巷,整層住家,4,45400,39.33,5F/5F,無,//rent.591.com.tw/home/house/detail/2/9376307.html
BR10,忠孝復興捷運站,台北市大安區忠孝東路三段248巷,整層住家,2,111900,39.38,1F/7F,無,//rent.591.com.tw/home/house/detail/2/9431659.html
BL16,忠孝敦化捷運站,台北市大安區忠孝東路四段223巷,整層住家,1,137200,39.39,2F/7F,無,//rent.591.com.tw/home/house/detail/2/9419435.html
BL16,忠孝敦化捷運站,台北市大安區忠孝東路四段223巷,整層住家,3,93900,39.39,5F/7F,無,//rent.591.com.tw/home/house/detail/2/9207091.html
G15,松江南京捷運站,台北市中山區南京東路二段108號,整層住家,2,74600,39.39,7F/18F,無,//rent.591.com.tw/home/house/detail/2/9376151.html
BL14,忠孝新生捷運站,台北市大安區忠孝東路三段,整層住家,3,96400,39.3,5F/13F,無,//rent.591.com.tw/home/house/detail/2/9341323.html
BL16,忠孝敦化捷運站,台北市大安區忠孝東路四段216巷,整層住家,3,94200,39.41,2F/6F,無,//rent.591.com.tw/home/house/detail/2/9381606.html
R22A,新北投捷運站,台北市北投區泉源路,整層住家,4,40100,39.41,3F/5F,無,//rent.591.com.tw/home/house/detail/2/9446214.html
O10,中山國小捷運站,台北市中山區林森北路,整層住家,3,81700,39.41,9F/9F,無,//rent.591.com.tw/home/house/detail/2/9389375.html
BL16,忠孝敦化捷運站,台北市大安區忠孝東路四段223巷,整層住家,3,91500,39.43,2F/7F,無,//rent.591.com.tw/home/house/detail/2/9375912.html
BL16,忠孝敦化捷運站,台北市大安區忠孝東路四段223巷,整層住家,3,91300,39.43,2F/7F,無,//rent.591.com.tw/home/house/detail/2/9320804.html
BL10,龍山寺捷運站,台北市萬華區環河南路二段,整層住家,2,58500,39.43,15F/24F,無,//rent.591.com.tw/home/house/detail/2/9347613.html
R22,北投捷運站,台北市北投區中央北路一段,整層住家,3,69600,39.44,6F/12F,無,//rent.591.com.tw/home/house/detail/2/9347674.html
BR20,大湖公園捷運站,台北市內湖區成功路四段324巷,整層住家,3,47800,39.4,5F/5F,無,//rent.591.com.tw/home/house/detail/2/9211141.html
BL23,南港展覽館捷運站,台北市南港區研究院路二段2巷,整層住家,3,38200,39.52,5F/5F,無,//rent.591.com.tw/home/house/detail/2/9295944.html
G09,古亭捷運站,台北市中正區廈門街,整層住家,2,68400,39.52,11F/12F,無,//rent.591.com.tw/home/house/detail/2/9443014.html
BR22,東湖捷運站,台北市內湖區康寧路三段56巷,整層住家,2,62300,39.58,8F/11F,無,//rent.591.com.tw/home/house/detail/2/9025667.html
O10,中山國小捷運站,台北市中山區農安街,整層住家,4,67200,39.5,3F/7F,無,//rent.591.com.tw/home/house/detail/2/9388175.html
BL10,龍山寺捷運站,台北市萬華區康定路,整層住家,2,45400,39.62,3F/10F,無,//rent.591.com.tw/home/house/detail/2/9450143.html
R03,台北101/世貿捷運站,台北市信義區光復南路,整層住家,3,91300,39.63,8F/12F,無,//rent.591.com.tw/home/house/detail/2/9392742.html
BR12,中山國中捷運站,台北市松山區敦化北路244巷,整層住家,3,96200,39.65,1F/5F,無,//rent.591.com.tw/home/house/detail/2/9207154.html
G19,松山捷運站,台北市內湖區行善路25巷,整層住家,3,59900,39.69,1F/7F,無,//rent.591.com.tw/home/house/detail/2/9406598.html
BR07,六張犁捷運站,台北市信義區基隆路二段177號,整層住家,2,96200,39.6,6F/15F,無,//rent.591.com.tw/home/house/detail/2/9380694.html
BL20,後山埤捷運站,台北市南港區福德街373巷,整層住家,3,50000,39.6,6F/19F,無,//rent.591.com.tw/home/house/detail/2/9197439.html
BL21,昆陽捷運站,台北市南港區福德街373巷31號,整層住家,3,50300,39.6,6F/19F,無,//rent.591.com.tw/home/house/detail/2/9107186.html
BL11,西門捷運站,台北市萬華區康定路103號,整層住家,3,66900,39.6,3F/28F,無,//rent.591.com.tw/home/house/detail/2/9099131.html
BR12,中山國中捷運站,台北市中山區五常街,整層住家,3,74900,39.74,2F/7F,無,//rent.591.com.tw/home/house/detail/2/9359041.html
BR12,中山國中捷運站,台北市中山區五常街,整層住家,3,81700,39.74,2F/7F,無,//rent.591.com.tw/home/house/detail/2/9409784.html
BL11,西門捷運站,台北市萬華區中華路一段,整層住家,2,84300,39.75,9F/15F,無,//rent.591.com.tw/home/house/detail/2/9442050.html
R19,石牌捷運站,台北市士林區天母西路13巷,整層住家,2,72000,39.77,1F/7F,無,//rent.591.com.tw/home/house/detail/2/9209595.html
G10,中正紀念堂捷運站,台北市中正區仁愛路一段,整層住家,4,119900,39.78,7F/12F,無,//rent.591.com.tw/home/house/detail/2/9448624.html
R15,劍潭捷運站,台北市士林區承德路四段80巷,整層住家,7,62300,39.83,5F/5F,無,//rent.591.com.tw/home/house/detail/2/9194541.html
BR12,中山國中捷運站,台北市中山區錦州街426巷,整層住家,5,67200,39.87,2F/4F,無,//rent.591.com.tw/home/house/detail/2/9311571.html
G15,松江南京捷運站,台北市中山區建國北路二段3巷15號,整層住家,2,61100,39.87,2F/9F,無,//rent.591.com.tw/home/house/detail/2/9423199.html
G04,大坪林捷運站,台北市文山區光輝路112巷5弄6號,整層住家,3,57800,39.88,9F/10F,無,//rent.591.com.tw/home/house/detail/2/9336340.html
G04,大坪林捷運站,台北市文山區光輝路112巷,整層住家,3,57800,39.88,9F/10F,無,//rent.591.com.tw/home/house/detail/2/9204600.html
R02,象山捷運站,台北市信義區信義路六段26巷,整層住家,4,60400,39.92,5F/5F,無,//rent.591.com.tw/home/house/detail/2/9294788.html
BL19,永春捷運站,台北市信義區忠孝東路五段236巷,整層住家,3,96400,39.93,2F/7F,無,//rent.591.com.tw/home/house/detail/2/9263008.html
R22A,新北投捷運站,台北市北投區中和街20巷,整層住家,5,110900,39.93,整棟/2F,無,//rent.591.com.tw/home/house/detail/2/9248306.html
R22A,新北投捷運站,台北市北投區杏林二路,整層住家,3,57500,39.98,1F/5F,無,//rent.591.com.tw/home/house/detail/2/9266633.html
R12,雙連捷運站,台北市中山區新生北路二段68巷,整層住家,2,67700,39.99,9F/12F,無,//rent.591.com.tw/home/house/detail/2/9424867.html
R02,象山捷運站,台北市信義區福德街137巷,整層住家,4,58000,39,5F/5F,無,//rent.591.com.tw/home/house/detail/2/9412338.html
BL10,龍山寺捷運站,台北市萬華區梧州街12巷,整層住家,1,9600,4.69,1F/1F,無,//rent.591.com.tw/home/house/detail/2/9378897.html
G05,景美捷運站,台北市文山區木柵路一段,整層住家,8,50700,40.01,5F/10F,無,//rent.591.com.tw/home/house/detail/2/9431425.html
G08,台電大樓捷運站,台北市大安區新生南路三段,整層住家,3,110900,40.03,12F/12F,無,//rent.591.com.tw/home/house/detail/2/9251087.html
BR04,萬芳醫院捷運站,台北市文山區樟新街56巷,整層住家,3,47800,40.03,2F/7F,無,//rent.591.com.tw/home/house/detail/2/9388494.html
